ID,NeuronClass,maG,vmG,vaG,lG3,lG4,lGx,vpG1,vpG2,mdGx,mdG1,mdG2,mdG3,mdG4,mdG5,mdG6,dlG,dG
uniqueValues,uniqueValues,Thres,Thres,Thres,Thres,Thres,Thres,Thres,Thres,Thres,Thres,Thres,Thres,Thres,Thres,Thres,Thres,Thres
274,IN1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.25,0.00,37.95,9.04,101.08,0.00,0.00,0.00
288,IN1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,231.60
328,IN1,186.47,14.86,42.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.36
342,IN1,109.13,64.32,101.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.68,0.00,25.74
369,IN1,0.00,163.52,5.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
432,IN1,144.61,84.46,54.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,216.26
446,IN1,108.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.12,0.00,0.00,0.00,0.00,10.14,1.11,0.00,33.32
449,IN1,0.00,0.00,1.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,450.28
464,IN1,0.00,49.93,30.08,0.00,0.00,5.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.25
465,IN1,0.00,68.99,17.87,0.00,0.00,0.00,8.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.85
472,IN1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,306.54
549,IN1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
551,IN1,8.24,85.69,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.30
560,IN1,0.00,85.13,169.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.22
572,IN1,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,266.58
573,IN1,0.00,0.00,0.00,0.00,3.80,67.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
575,IN1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.38,61.65,31.12,0.00,3.35,88.16,24.60,0.00,3.53
576,IN1,61.63,54.97,87.07,14.95,51.87,63.92,30.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.60
602,IN1,0.00,0.00,0.00,0.00,108.45,49.09,71.71,110.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.19
614,IN1,0.00,4.67,10.55,0.00,0.00,9.56,51.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.15,0.00
617,IN1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.00,0.00,0.00
621,IN1,0.00,0.00,45.50,0.00,0.00,71.01,4.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
643,IN1,0.00,0.00,0.00,97.31,4.29,158.08,0.00,22.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00
649,IN1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,243.09,0.00
650,IN1,0.00,0.00,20.32,0.00,8.91,1.01,1.31,0.00,18.09,0.00,0.00,0.00,0.00,0.00,0.00,61.05,51.50
655,IN1,0.00,0.00,0.00,0.00,106.79,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.21,76.86
668,IN1,0.00,0.00,9.86,4.90,66.70,149.43,73.03,19.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
742,IN1,0.00,16.69,109.05,0.00,0.00,0.41,32.52,15.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
743,IN1,0.00,0.00,0.00,5.20,0.00,43.25,0.00,30.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.10,0.00
765,IN1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.56,0.00,147.49,44.21,0.00,0.00,0.00,64.74,0.00
847,IN1,0.00,9.07,7.88,0.00,0.00,0.00,0.00,16.34,7.37,0.00,0.00,0.00,0.00,0.00,0.00,21.96,0.00
849,IN1,0.00,0.00,0.00,0.00,13.78,138.30,0.00,20.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
858,IN1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
859,IN1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
902,IN1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
921,IN1,0.00,10.35,16.01,0.00,0.00,3.33,25.19,58.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
933,IN1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.34,0.00,2.76,0.00,19.12,0.00,0.00,0.00
1030,IN1,0.00,0.00,0.00,33.48,0.00,192.96,28.89,131.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.69,0.00
1056,IN1,0.00,0.00,0.00,134.26,0.00,106.62,0.00,108.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1104,IN1,0.00,0.00,2.86,0.00,55.79,86.89,12.47,28.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.54,0.00
1106,IN1,0.00,0.00,0.00,0.00,0.00,0.00,19.62,19.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1110,IN1,0.00,0.00,2.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1111,IN1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1143,IN1,0.00,52.58,167.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.75
1190,IN1,0.00,140.63,45.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.18
1217,IN1,0.00,0.00,0.00,0.00,0.00,9.86,0.30,42.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1219,IN1,0.00,0.00,0.00,0.00,0.00,19.60,29.92,114.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1222,IN1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1223,IN1,2.48,266.62,11.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1224,IN1,0.00,1.36,0.00,3.42,0.00,35.26,70.19,172.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
336,IN2,97.43,42.95,59.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.24
346,IN2,105.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.08
396,IN2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,331.98
411,IN2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,329.44
412,IN2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,171.14
467,IN2,50.39,66.25,28.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,161.36
481,IN2,17.18,23.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.54,0.00,0.00,0.00,145.54,3.61,0.00,0.00
482,IN2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.43,0.00,0.00,0.00,0.00,0.00,0.00,199.06
559,IN2,0.00,169.97,46.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
610,IN2,0.00,0.00,82.79,0.00,0.00,28.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.38
615,IN2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,304.71
620,IN2,0.00,100.35,120.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,126.88
625,IN2,0.00,0.00,0.00,68.95,0.00,59.46,48.40,158.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
626,IN2,0.00,10.59,204.54,16.02,3.29,158.06,8.38,3.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.96,0.00
724,IN2,0.00,0.00,0.00,0.00,76.41,56.48,0.00,0.00,30.53,0.00,16.73,0.00,5.18,0.00,0.00,42.57,208.64
730,IN2,0.00,0.00,0.00,140.02,1.10,47.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.12,70.28
731,IN2,0.00,0.00,0.00,16.76,128.31,50.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.03,75.21
734,IN2,34.93,68.71,5.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.19,55.79
735,IN2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.12,141.89,82.34,0.00,5.08,2.31,0.00,135.47,0.00
794,IN2,0.00,0.00,1.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,418.33
795,IN2,224.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
829,IN2,0.00,177.67,59.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
840,IN2,0.00,122.70,35.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.02
841,IN2,0.00,0.00,0.00,0.00,48.77,55.87,46.08,51.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.86,83.36
842,IN2,101.09,12.00,98.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,172.57
843,IN2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
866,IN2,0.00,0.00,0.00,0.00,0.00,12.70,1.20,121.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.26,0.00
867,IN2,0.00,91.60,79.56,0.00,0.00,0.00,20.52,2.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
868,IN2,0.00,64.64,21.72,0.00,3.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,196.81
875,IN2,9.92,119.87,134.46,0.00,16.91,75.16,2.40,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.41
877,IN2,99.72,19.40,15.50,0.00,0.00,45.06,19.24,27.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.09,3.85
880,IN2,0.00,0.00,0.00,0.00,0.00,37.44,184.08,109.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
882,IN2,0.00,0.00,0.00,2.00,0.00,62.94,44.87,186.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
883,IN2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.56,6.47,6.21,0.00,16.59,219.92,0.00,0.00
884,IN2,0.00,0.00,0.00,27.07,0.00,119.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.39,8.88
885,IN2,131.23,79.41,218.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.56
886,IN2,0.00,0.00,0.00,6.99,0.00,28.49,0.00,14.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89.07,0.00
900,IN2,0.00,131.40,33.63,0.00,0.00,14.42,5.48,15.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,155.25
914,IN2,0.00,0.00,0.00,0.00,0.00,0.00,88.81,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,134.07,0.00
916,IN2,0.00,0.00,34.90,0.00,0.00,119.89,31.98,5.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,147.22,0.00
919,IN2,172.92,159.26,168.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.74
1066,IN2,10.67,76.46,59.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,243.12,79.34
1074,IN2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,212.45,0.00
1076,IN2,0.00,0.00,0.00,0.00,0.00,0.00,20.37,22.72,0.00,0.00,97.68,0.00,1.89,1.88,0.00,22.70,0.00
1083,IN2,0.00,76.75,41.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,184.72
1084,IN2,176.73,53.20,15.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,162.51
1085,IN2,83.42,152.13,70.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.85,79.45
1086,IN2,21.57,0.00,2.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,453.05
1087,IN2,0.00,0.00,74.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,116.99,135.79
1089,IN2,20.51,159.70,65.97,0.00,0.00,12.60,18.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1092,IN2,97.71,16.32,11.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.65,0.00,176.31,103.31
1093,IN2,17.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.02,324.06
1094,IN2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,273.03,0.00
1095,IN2,0.00,0.00,0.00,14.50,0.00,13.81,0.00,0.00,10.79,110.27,11.23,0.00,31.14,53.35,3.32,4.51,0.00
1096,IN2,15.22,6.61,82.25,0.00,54.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.69,53.41
1100,IN2,0.00,52.63,5.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,340.56
1101,IN2,14.00,37.70,157.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,266.54
1105,IN2,0.00,97.98,174.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1113,IN2,41.93,39.76,189.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,197.18
1118,IN2,0.00,87.58,210.38,0.00,6.11,67.67,47.55,92.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.09
1119,IN2,55.10,155.76,178.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,156.43
1140,IN2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1170,IN2,0.00,0.00,6.32,45.35,1.48,173.91,43.30,0.00,0.00,7.11,0.00,0.00,0.00,2.30,0.00,137.99,0.00
1172,IN2,3.79,173.01,66.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.95
1178,IN2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.60,4.12,59.33,24.09,8.23,35.52,221.98,4.16,0.00
1183,IN2,15.81,24.35,34.70,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.15,278.39
1184,IN2,0.00,0.00,0.00,0.00,0.00,0.00,273.23,45.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1195,IN2,0.00,0.00,0.00,0.00,1.85,55.95,92.22,215.15,0.00,0.91,0.00,0.00,0.00,0.00,0.00,9.24,0.00
1204,IN2,0.00,0.00,0.00,74.36,0.00,50.13,204.65,132.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.84,0.00
1206,IN2,0.00,100.69,0.00,11.34,1.41,252.30,40.60,67.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1234,IN2,0.00,0.00,8.90,17.62,0.00,36.49,149.58,132.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.58
1236,IN2,0.00,0.00,0.00,0.00,0.00,7.47,0.60,104.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,148.56,0.00
1241,IN2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1244,IN2,0.00,0.00,0.00,0.00,0.00,8.19,18.29,191.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1253,IN2,0.00,93.99,0.00,0.00,0.00,0.00,118.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1276,IN2,0.00,0.00,1.09,0.00,0.00,12.71,273.64,29.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1280,IN2,0.00,0.00,0.00,0.00,0.00,42.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,158.85,0.00
1285,IN2,0.00,21.22,203.39,0.00,0.00,0.00,1.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89.49
168,IN3,208.08,68.55,107.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.00,100.40
337,IN3,4.29,18.32,2.27,0.00,0.00,0.00,37.62,0.00,18.69,21.35,9.76,22.46,30.27,28.04,88.59,0.00,0.00
338,IN3,0.00,35.37,71.99,48.66,38.48,150.01,28.25,13.62,29.39,52.14,16.47,31.49,48.03,50.08,83.60,104.03,0.00
339,IN3,0.00,0.00,0.00,0.00,0.00,0.00,5.81,0.00,17.89,24.01,0.00,0.00,17.52,22.40,113.22,7.16,0.00
340,IN3,0.00,0.00,0.00,0.00,0.00,11.52,16.69,0.00,85.68,116.05,31.99,39.78,18.76,49.82,63.47,0.00,27.65
341,IN3,11.31,167.16,58.74,0.00,4.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89.44,184.81
345,IN3,163.60,153.95,119.41,0.00,0.00,0.00,9.02,0.00,0.00,44.32,0.00,27.35,0.00,7.02,0.00,0.00,266.41
353,IN3,35.93,239.85,220.54,0.00,103.72,41.49,78.97,0.00,42.74,15.52,21.95,6.17,17.15,0.00,0.00,69.07,119.70
385,IN3,0.00,0.00,27.61,58.22,24.41,99.73,56.69,13.31,30.69,3.33,14.76,8.70,0.20,23.36,7.74,26.13,0.00
393,IN3,57.78,37.61,75.95,21.61,118.18,135.77,29.90,23.91,86.11,15.55,64.31,12.97,33.30,0.00,0.00,90.62,293.61
394,IN3,126.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.86,0.00,0.00,0.00,0.00,132.38,285.84
395,IN3,0.00,0.00,0.00,0.00,69.51,26.52,0.00,0.00,0.00,0.00,33.11,0.00,0.00,0.00,0.00,76.95,45.77
431,IN3,120.58,162.53,88.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,179.92
436,IN3,152.02,20.31,43.90,0.00,51.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,272.68
466,IN3,57.37,291.67,107.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
473,IN3,64.16,157.80,12.15,0.00,61.11,22.09,0.00,0.00,0.00,0.00,0.00,8.79,0.00,0.00,0.00,209.13,197.56
479,IN3,0.00,9.38,64.79,0.00,0.00,7.47,0.00,0.00,61.15,1.88,23.87,0.00,10.05,103.32,6.14,102.86,208.90
480,IN3,19.00,0.00,29.96,0.00,51.42,49.95,4.57,13.33,17.84,13.82,7.22,6.29,0.10,8.99,2.31,15.40,161.07
483,IN3,22.15,92.33,44.85,0.00,36.68,16.32,20.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,144.89
484,IN3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,12.93,35.97,1.78,42.03,38.95,56.86,0.00,0.00
534,IN3,80.01,101.69,64.01,0.40,101.80,55.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.87,167.94
542,IN3,182.61,206.69,50.96,0.00,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,286.79
543,IN3,86.20,149.87,41.65,0.00,0.00,0.00,1.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,226.45
544,IN3,0.00,188.28,26.87,56.86,21.64,102.16,0.00,0.00,101.57,0.00,4.85,56.13,30.26,27.94,11.45,37.17,53.08
545,IN3,35.77,213.69,51.62,2.59,10.61,17.11,12.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.38,246.55
550,IN3,11.67,91.38,26.85,0.00,0.85,4.44,29.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105.48
616,IN3,38.88,1.23,38.92,0.00,10.62,62.46,0.00,0.00,49.24,81.70,8.40,1.41,35.38,44.75,171.94,67.01,76.87
618,IN3,71.24,183.41,25.72,0.00,29.27,18.91,71.96,0.00,0.00,0.00,0.00,0.00,0.00,6.80,0.00,0.00,135.70
647,IN3,2.95,15.72,34.04,0.00,28.97,89.54,0.00,22.13,6.05,0.00,2.70,0.00,0.00,12.54,0.00,57.95,35.50
652,IN3,0.00,0.00,0.00,57.12,19.18,54.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97.84,19.08
723,IN3,0.00,0.00,14.34,22.09,75.30,21.48,0.00,0.00,83.67,2.29,0.29,30.42,10.74,2.90,0.00,158.32,114.08
726,IN3,53.91,114.69,41.37,0.00,0.00,0.00,16.95,24.68,8.50,25.31,0.00,19.48,2.39,92.76,4.63,88.79,372.05
732,IN3,119.02,65.25,74.35,0.00,55.06,42.89,4.86,0.00,0.00,10.39,0.00,0.00,0.00,20.99,30.53,29.13,241.87
733,IN3,49.84,0.00,7.31,21.85,0.00,55.65,84.18,30.33,24.35,0.00,34.95,16.30,28.38,13.68,25.26,103.77,0.00
741,IN3,0.00,13.16,0.00,14.83,0.00,74.45,34.13,13.00,71.91,45.83,22.05,7.81,64.41,37.36,36.75,36.88,0.00
766,IN3,52.60,66.45,74.59,21.13,0.00,58.61,51.29,40.18,82.81,16.38,40.45,34.92,27.60,29.86,44.34,57.43,123.11
767,IN3,17.81,62.56,55.41,0.00,0.00,6.96,21.73,0.00,32.63,47.65,79.55,47.79,29.97,1.80,3.34,124.26,141.58
790,IN3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.27,2.52,12.09,47.57,2.28,21.86,0.00,0.00,0.00
791,IN3,3.46,0.00,2.28,0.00,23.60,80.28,73.46,56.80,22.25,17.86,63.82,0.40,12.72,60.33,5.15,142.83,0.00
792,IN3,6.97,0.00,0.00,0.00,0.00,4.21,19.15,3.37,34.11,0.77,64.32,28.43,25.00,23.81,257.56,75.28,0.00
793,IN3,20.27,0.00,0.00,0.00,1.46,21.94,0.00,0.00,44.71,42.58,40.60,43.36,20.08,29.82,12.09,9.93,178.16
796,IN3,34.12,72.94,62.13,0.00,0.00,20.76,61.63,23.64,23.36,17.42,41.38,10.91,10.47,71.58,19.44,78.64,143.33
797,IN3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.22,18.70,4.10,37.45,0.00,13.61,158.31,0.00,13.50
800,IN3,203.32,87.14,84.28,0.00,31.40,19.57,19.15,0.00,56.67,3.72,49.57,11.14,7.40,24.76,0.00,0.00,217.08
801,IN3,45.13,1.29,43.29,0.00,0.00,0.00,87.65,9.74,0.00,57.33,0.00,0.00,0.29,18.87,11.37,34.37,46.60
802,IN3,0.00,6.63,0.00,0.00,0.00,0.00,54.81,1.10,7.10,23.77,23.14,19.94,23.75,8.80,244.12,57.61,0.00
803,IN3,119.85,19.94,137.92,0.00,0.00,0.00,203.54,0.00,56.93,44.74,78.11,13.18,54.18,38.47,122.01,0.00,78.07
805,IN3,41.45,496.39,298.48,0.00,0.00,37.19,31.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.80
812,IN3,12.45,26.17,40.73,0.00,0.00,1.29,35.90,0.00,35.32,50.54,46.88,50.24,80.90,20.91,189.17,59.46,116.19
826,IN3,18.20,0.00,0.00,0.00,0.00,16.36,0.00,0.00,68.70,58.58,52.54,36.60,23.80,29.15,60.41,89.00,0.00
827,IN3,15.56,41.25,36.26,0.00,0.00,0.00,0.00,0.00,32.66,18.29,0.00,30.07,0.00,37.24,240.16,30.58,64.82
828,IN3,0.00,0.00,27.30,0.00,0.00,5.82,93.85,14.90,74.67,10.44,24.17,36.53,10.35,23.60,402.61,39.66,15.00
835,IN3,0.00,74.00,21.83,0.00,0.00,0.00,67.26,0.00,20.62,14.32,4.95,7.91,36.96,7.80,169.14,0.00,0.00
836,IN3,21.21,86.54,33.96,0.00,21.18,25.22,79.86,21.92,30.68,5.39,18.66,24.01,40.21,25.10,22.15,36.95,79.66
837,IN3,0.00,35.60,0.00,40.90,8.89,34.87,15.22,0.00,40.98,31.30,26.35,19.28,59.62,33.24,138.07,101.72,110.11
838,IN3,88.61,0.00,36.68,0.00,0.00,1.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.95,30.23
839,IN3,83.97,34.34,122.60,16.96,28.14,17.28,10.40,0.00,19.73,17.61,35.74,0.00,15.74,20.89,0.00,15.56,175.76
844,IN3,3.73,0.00,4.28,0.00,18.35,33.84,20.00,2.04,0.00,0.00,0.88,0.00,0.00,0.00,0.00,69.63,319.97
